,period,stateid,stateName,sector,sectorName,entityid,entityName,plantid,plantName,generatorid,unit,technology,energy_source_code,energy-source-desc,prime_mover_code,balancing_authority_code,balancing-authority-name,status,statusDescription,county,latitude,longitude,nameplate-capacity-mw,net-summer-capacity-mw,net-winter-capacity-mw,operating-year-month,planned-derate-summer-cap-mw,planned-derate-year-month,planned-retirement-year-month,planned-uprate-summer-cap-mw,planned-uprate-year-month,nameplate-capacity-mw-units,net-summer-capacity-mw-units,net-winter-capacity-mw-units,planned-derate-summer-cap-mw-units,planned-uprate-summer-cap-mw-units
171,2022-11,WA,Washington,electric-utility,Electric Utility,19400,USACE Northwestern Division,3921,Chief Joseph,4,,Conventional Hydroelectric,WAT,Water,HY,BPAT,Bonneville Power Administration,OP,Operating,Douglas,47.9951,-119.6404,88.2,88.2,88.2,1958-02,,,,,,MW,MW,MW,MW,MW
172,2022-11,WA,Washington,electric-utility,Electric Utility,19400,USACE Northwestern Division,3921,Chief Joseph,5,,Conventional Hydroelectric,WAT,Water,HY,BPAT,Bonneville Power Administration,OP,Operating,Douglas,47.9951,-119.6404,88.2,88.2,88.2,1957-02,,,,,,MW,MW,MW,MW,MW
173,2022-11,WA,Washington,electric-utility,Electric Utility,19400,USACE Northwestern Division,3921,Chief Joseph,6,,Conventional Hydroelectric,WAT,Water,HY,BPAT,Bonneville Power Administration,OP,Operating,Douglas,47.9951,-119.6404,88.2,88.2,88.2,1956-12,,,,,,MW,MW,MW,MW,MW
174,2022-11,OR,Oregon,electric-utility,Electric Utility,6013,Eugene Water & Electric Board,3068,Leaburg,1,,Conventional Hydroelectric,WAT,Water,HY,BPAT,Bonneville Power Administration,OS,Out of service and NOT expected to return to service in next calendar year,Lane,44.1011,-122.6892,8.4,4.0,8.0,1930-01,,,,,,MW,MW,MW,MW,MW
175,2022-11,OR,Oregon,electric-utility,Electric Utility,6013,Eugene Water & Electric Board,3067,Carmen Smith,1,,Conventional Hydroelectric,WAT,Water,HY,BPAT,Bonneville Power Administration,OP,Operating,Linn,44.285977,-122.041352,52.2,50.0,50.0,1963-08,,,,,,MW,MW,MW,MW,MW
176,2022-11,OR,Oregon,electric-utility,Electric Utility,6013,Eugene Water & Electric Board,3067,Carmen Smith,2,,Conventional Hydroelectric,WAT,Water,HY,BPAT,Bonneville Power Administration,OA,Out of service but expected to return to service in next calendar year,Linn,44.285977,-122.041352,52.2,50.0,50.0,1963-08,,,,,,MW,MW,MW,MW,MW
177,2022-11,OR,Oregon,electric-utility,Electric Utility,6013,Eugene Water & Electric Board,3067,Carmen Smith,3,,Conventional Hydroelectric,WAT,Water,HY,BPAT,Bonneville Power Administration,OP,Operating,Linn,44.285977,-122.041352,9.9,3.8,6.5,1963-01,,,2026-12,,,MW,MW,MW,MW,MW
178,2022-11,WA,Washington,electric-utility,Electric Utility,55939,Columbia Basin Hydropower,56694,Russell D Smith,1,,Conventional Hydroelectric,WAT,Water,HY,BPAT,Bonneville Power Administration,OP,Operating,Adams,46.7392,-119.1122,6.1,6.1,0.0,1982-09,,,,,,MW,MW,MW,MW,MW
179,2022-11,WA,Washington,electric-utility,Electric Utility,55939,Columbia Basin Hydropower,56696,Eltopia Branch Canal 4.6,1,,Conventional Hydroelectric,WAT,Water,HY,BPAT,Bonneville Power Administration,OP,Operating,Franklin,46.378381,-119.254522,2.2,2.2,0.0,1983-05,,,,,,MW,MW,MW,MW,MW
180,2022-11,WA,Washington,electric-utility,Electric Utility,55939,Columbia Basin Hydropower,56697,Potholes East Canal 66.0,1,,Conventional Hydroelectric,WAT,Water,HY,BPAT,Bonneville Power Administration,OP,Operating,Franklin,46.378469,-119.254443,2.3,2.3,0.0,1985-03,,,,,,MW,MW,MW,MW,MW
181,2022-11,OR,Oregon,ipp-non-chp,IPP Non-CHP,49893,Invenergy Services LLC,56952,Willow Creek Energy Center,1,,Onshore Wind Turbine,WND,Wind,WT,BPAT,Bonneville Power Administration,OP,Operating,Morrow,45.6533,-119.9914,72.0,72.0,72.0,2009-01,,,,,,MW,MW,MW,MW,MW
182,2022-11,WA,Washington,electric-utility,Electric Utility,19281,Turlock Irrigation District,56702,Tuolumne Wind Project,WPT1,,Onshore Wind Turbine,WND,Wind,WT,BPAT,Bonneville Power Administration,OP,Operating,Klickitat,45.8797,-120.8072,136.3,136.3,136.3,2009-05,,,,,,MW,MW,MW,MW,MW
183,2022-11,WA,Washington,ipp-non-chp,IPP Non-CHP,56071,"Sagebrush Power Partners, LLC",56858,Sagebrush Power Partners,GEN1,,Onshore Wind Turbine,WND,Wind,WT,BPAT,Bonneville Power Administration,OP,Operating,Kittitas,47.1356,-120.6872,100.7,100.7,100.7,2010-11,,,,,,MW,MW,MW,MW,MW
184,2022-11,OR,Oregon,ipp-non-chp,IPP Non-CHP,56073,Wheat Field Wind Power Project LLC,56854,Wheat Field Wind Power Project,GEN1,,Onshore Wind Turbine,WND,Wind,WT,BPAT,Bonneville Power Administration,OP,Operating,Gilliam,45.675804,-120.31832,102.9,102.9,102.9,2009-02,,,,,,MW,MW,MW,MW,MW
185,2022-11,OR,Oregon,ipp-non-chp,IPP Non-CHP,56074,Arlington Wind Power Project LLC,56855,Arlington Wind Power Project,GEN1,,Onshore Wind Turbine,WND,Wind,WT,BPAT,Bonneville Power Administration,OP,Operating,Gilliam,45.7167,-120.2008,102.9,102.9,102.9,2008-12,,,,,,MW,MW,MW,MW,MW
186,2022-11,MT,Montana,industrial-chp,Industrial CHP,58498,F H Stoltze Land & Lumber Co,58523,Stoltze CoGen1,STL2,,Wood/Wood Waste Biomass,WDS,Wood Waste Solids,ST,BPAT,Bonneville Power Administration,OP,Operating,Flathead,48.3877,-114.2409,2.8,3.0,3.0,2013-10,,,,,,MW,MW,MW,MW,MW
187,2022-11,OR,Oregon,electric-utility,Electric Utility,6013,Eugene Water & Electric Board,3068,Leaburg,2,,Conventional Hydroelectric,WAT,Water,HY,BPAT,Bonneville Power Administration,OS,Out of service and NOT expected to return to service in next calendar year,Lane,44.1011,-122.6892,7.5,4.0,7.5,1950-01,,,,,,MW,MW,MW,MW,MW
188,2022-11,OR,Oregon,electric-utility,Electric Utility,6013,Eugene Water & Electric Board,3071,Walterville,1,,Conventional Hydroelectric,WAT,Water,HY,BPAT,Bonneville Power Administration,OP,Operating,Lane,44.069636,-122.835046,8.0,7.5,7.5,1949-01,,,,,,MW,MW,MW,MW,MW
189,2022-11,OR,Oregon,ipp-non-chp,IPP Non-CHP,6017,ESI Vansycle Partners LP,55125,Vansycle,WGNS,,Onshore Wind Turbine,WND,Wind,WT,BPAT,Bonneville Power Administration,OP,Operating,Umatilla,45.936157,-118.65999,25.0,25.0,25.0,1998-08,,,,,,MW,MW,MW,MW,MW
190,2022-11,OR,Oregon,ipp-non-chp,IPP Non-CHP,56865,Caithness Shepherds Flat LLC,57526,North Hurlburt Wind LLC,NORTH,,Onshore Wind Turbine,WND,Wind,WT,BPAT,Bonneville Power Administration,OP,Operating,Gilliam,45.731611,-120.083466,265.0,265.0,265.0,2012-02,,,,,,MW,MW,MW,MW,MW
191,2022-11,OR,Oregon,ipp-non-chp,IPP Non-CHP,56865,Caithness Shepherds Flat LLC,57549,South Hurlburt Wind LLC,SOUTH,,Onshore Wind Turbine,WND,Wind,WT,BPAT,Bonneville Power Administration,OP,Operating,Gilliam,45.706262,-120.079987,290.0,290.0,290.0,2012-07,,,,,,MW,MW,MW,MW,MW
192,2022-11,OR,Oregon,ipp-non-chp,IPP Non-CHP,56865,Caithness Shepherds Flat LLC,57550,Horseshoe Bend Wind LLC,HORSE,,Onshore Wind Turbine,WND,Wind,WT,BPAT,Bonneville Power Administration,OP,Operating,Gilliam,45.58555,-120.008249,290.0,290.0,290.0,2012-07,,,,,,MW,MW,MW,MW,MW
193,2022-11,OR,Oregon,industrial-chp,Industrial CHP,56776,Seneca Sustainable Energy LLC,57457,Seneca Sustainable Energy LLC,1,,Wood/Wood Waste Biomass,WDS,Wood Waste Solids,ST,BPAT,Bonneville Power Administration,OP,Operating,Lane,44.116306,-123.179007,19.8,19.8,19.8,2011-04,,,,,,MW,MW,MW,MW,MW
194,2022-11,ID,Idaho,electric-utility,Electric Utility,19400,USACE Northwestern Division,851,Albeni Falls,1,,Conventional Hydroelectric,WAT,Water,HY,BPAT,Bonneville Power Administration,OP,Operating,Bonner,48.180245,-116.99859,14.0,14.0,14.0,1955-05,,,,,,MW,MW,MW,MW,MW
195,2022-11,ID,Idaho,electric-utility,Electric Utility,19400,USACE Northwestern Division,851,Albeni Falls,2,,Conventional Hydroelectric,WAT,Water,HY,BPAT,Bonneville Power Administration,OP,Operating,Bonner,48.180245,-116.99859,14.0,14.0,14.0,1955-06,,,,,,MW,MW,MW,MW,MW
196,2022-11,ID,Idaho,electric-utility,Electric Utility,19400,USACE Northwestern Division,851,Albeni Falls,3,,Conventional Hydroelectric,WAT,Water,HY,BPAT,Bonneville Power Administration,OP,Operating,Bonner,48.180245,-116.99859,14.0,14.0,14.0,1955-09,,,,,,MW,MW,MW,MW,MW
197,2022-11,OR,Oregon,electric-utility,Electric Utility,19400,USACE Northwestern Division,3074,Big Cliff,1,,Conventional Hydroelectric,WAT,Water,HY,BPAT,Bonneville Power Administration,OP,Operating,Marion,44.7514,-122.2832,18.0,21.0,21.0,1954-12,,,,,,MW,MW,MW,MW,MW
198,2022-11,OR,Oregon,electric-utility,Electric Utility,19400,USACE Northwestern Division,3075,Bonneville,1,,Conventional Hydroelectric,WAT,Water,HY,BPAT,Bonneville Power Administration,OP,Operating,Multnomah,45.6441,-121.941009,53.5,53.5,53.5,1938-07,,,,,,MW,MW,MW,MW,MW
199,2022-11,OR,Oregon,electric-utility,Electric Utility,19400,USACE Northwestern Division,3075,Bonneville,10,,Conventional Hydroelectric,WAT,Water,HY,BPAT,Bonneville Power Administration,OP,Operating,Multnomah,45.6441,-121.941009,62.1,54.0,54.0,1944-01,,,,,,MW,MW,MW,MW,MW
200,2022-11,OR,Oregon,electric-utility,Electric Utility,19400,USACE Northwestern Division,3075,Bonneville,11,,Conventional Hydroelectric,WAT,Water,HY,BPAT,Bonneville Power Administration,OA,Out of service but expected to return to service in next calendar year,Multnomah,45.6441,-121.941009,66.5,66.5,66.5,1982-10,,,,,,MW,MW,MW,MW,MW
201,2022-11,OR,Oregon,electric-utility,Electric Utility,19400,USACE Northwestern Division,3075,Bonneville,12,,Conventional Hydroelectric,WAT,Water,HY,BPAT,Bonneville Power Administration,OP,Operating,Multnomah,45.6441,-121.941009,66.5,66.5,66.5,1982-10,,,,,,MW,MW,MW,MW,MW
202,2022-11,OR,Oregon,electric-utility,Electric Utility,19400,USACE Northwestern Division,3075,Bonneville,13,,Conventional Hydroelectric,WAT,Water,HY,BPAT,Bonneville Power Administration,OP,Operating,Multnomah,45.6441,-121.941009,66.5,66.5,66.5,1982-10,,,,,,MW,MW,MW,MW,MW
203,2022-11,OR,Oregon,electric-utility,Electric Utility,19400,USACE Northwestern Division,3075,Bonneville,14,,Conventional Hydroelectric,WAT,Water,HY,BPAT,Bonneville Power Administration,OP,Operating,Multnomah,45.6441,-121.941009,66.5,66.5,66.5,1982-06,,,,,,MW,MW,MW,MW,MW
204,2022-11,OR,Oregon,electric-utility,Electric Utility,19400,USACE Northwestern Division,3075,Bonneville,15,,Conventional Hydroelectric,WAT,Water,HY,BPAT,Bonneville Power Administration,OP,Operating,Multnomah,45.6441,-121.941009,66.5,66.5,66.5,1982-03,,,,,,MW,MW,MW,MW,MW
205,2022-11,OR,Oregon,electric-utility,Electric Utility,19400,USACE Northwestern Division,3075,Bonneville,16,,Conventional Hydroelectric,WAT,Water,HY,BPAT,Bonneville Power Administration,OP,Operating,Multnomah,45.6441,-121.941009,66.5,66.5,66.5,1981-12,,,,,,MW,MW,MW,MW,MW
206,2022-11,OR,Oregon,electric-utility,Electric Utility,19400,USACE Northwestern Division,3075,Bonneville,17,,Conventional Hydroelectric,WAT,Water,HY,BPAT,Bonneville Power Administration,OP,Operating,Multnomah,45.6441,-121.941009,66.5,66.5,66.5,1981-09,,,,,,MW,MW,MW,MW,MW
207,2022-11,OR,Oregon,electric-utility,Electric Utility,19400,USACE Northwestern Division,3075,Bonneville,18,,Conventional Hydroelectric,WAT,Water,HY,BPAT,Bonneville Power Administration,OP,Operating,Multnomah,45.6441,-121.941009,66.5,66.5,66.5,1981-05,,,,,,MW,MW,MW,MW,MW
208,2022-11,OR,Oregon,electric-utility,Electric Utility,19400,USACE Northwestern Division,3075,Bonneville,2,,Conventional Hydroelectric,WAT,Water,HY,BPAT,Bonneville Power Administration,OP,Operating,Multnomah,45.6441,-121.941009,53.5,53.5,53.5,1938-08,,,,,,MW,MW,MW,MW,MW
209,2022-11,OR,Oregon,electric-utility,Electric Utility,19400,USACE Northwestern Division,3075,Bonneville,3,,Conventional Hydroelectric,WAT,Water,HY,BPAT,Bonneville Power Administration,OP,Operating,Multnomah,45.6441,-121.941009,62.1,62.1,62.1,1941-01,,,,,,MW,MW,MW,MW,MW
210,2022-11,ID,Idaho,ipp-non-chp,IPP Non-CHP,11782,Marysville Hydro Partners,54668,Falls River Hydro,1,,Conventional Hydroelectric,WAT,Water,HY,BPAT,Bonneville Power Administration,OP,Operating,Fremont,44.0597,-111.3535,4.5,4.5,4.5,1993-08,,,,,,MW,MW,MW,MW,MW
211,2022-11,ID,Idaho,ipp-non-chp,IPP Non-CHP,11782,Marysville Hydro Partners,54668,Falls River Hydro,2,,Conventional Hydroelectric,WAT,Water,HY,BPAT,Bonneville Power Administration,OP,Operating,Fremont,44.0597,-111.3535,4.5,4.5,4.5,1993-08,,,,,,MW,MW,MW,MW,MW
212,2022-11,ID,Idaho,ipp-non-chp,IPP Non-CHP,60900,"Smith Creek Hydro, LLC",54249,Smith Falls Hydro Project,GEN1,,Conventional Hydroelectric,WAT,Water,HY,BPAT,Bonneville Power Administration,OP,Operating,Boundary,48.959547,-116.557375,18.0,9.0,18.0,1990-01,,,,,,MW,MW,MW,MW,MW
213,2022-11,ID,Idaho,ipp-non-chp,IPP Non-CHP,60900,"Smith Creek Hydro, LLC",54249,Smith Falls Hydro Project,GEN2,,Conventional Hydroelectric,WAT,Water,HY,BPAT,Bonneville Power Administration,OP,Operating,Boundary,48.959547,-116.557375,18.0,9.0,18.0,1990-01,,,,,,MW,MW,MW,MW,MW
214,2022-11,ID,Idaho,ipp-non-chp,IPP Non-CHP,60900,"Smith Creek Hydro, LLC",54249,Smith Falls Hydro Project,GEN3,,Conventional Hydroelectric,WAT,Water,HY,BPAT,Bonneville Power Administration,OP,Operating,Boundary,48.959547,-116.557375,2.1,2.1,2.1,1989-12,,,,,,MW,MW,MW,MW,MW
215,2022-11,ID,Idaho,electric-utility,Electric Utility,6169,Fall River Rural Elec Coop Inc,4204,Island Park,HY1,,Conventional Hydroelectric,WAT,Water,HY,BPAT,Bonneville Power Administration,OP,Operating,Fremont,44.418293,-111.395971,2.4,2.4,2.4,1994-04,,,,,,MW,MW,MW,MW,MW
216,2022-11,ID,Idaho,electric-utility,Electric Utility,6169,Fall River Rural Elec Coop Inc,4204,Island Park,HY2,,Conventional Hydroelectric,WAT,Water,HY,BPAT,Bonneville Power Administration,OP,Operating,Fremont,44.418293,-111.395971,2.4,2.4,2.4,1994-04,,,,,,MW,MW,MW,MW,MW
217,2022-11,ID,Idaho,electric-utility,Electric Utility,6169,Fall River Rural Elec Coop Inc,56893,Chester Diversion Hydroelectric Project,1,,Conventional Hydroelectric,WAT,Water,HY,BPAT,Bonneville Power Administration,OP,Operating,Fremont,44.018333,-111.583611,1.2,1.2,1.2,2014-06,,,,,,MW,MW,MW,MW,MW
218,2022-11,ID,Idaho,electric-utility,Electric Utility,6169,Fall River Rural Elec Coop Inc,56893,Chester Diversion Hydroelectric Project,2,,Conventional Hydroelectric,WAT,Water,HY,BPAT,Bonneville Power Administration,OP,Operating,Fremont,44.018333,-111.583611,1.2,1.2,1.2,2014-05,,,,,,MW,MW,MW,MW,MW
219,2022-11,ID,Idaho,electric-utility,Electric Utility,6169,Fall River Rural Elec Coop Inc,56893,Chester Diversion Hydroelectric Project,3,,Conventional Hydroelectric,WAT,Water,HY,BPAT,Bonneville Power Administration,OP,Operating,Fremont,44.018333,-111.583611,1.2,1.2,1.2,2014-05,,,,,,MW,MW,MW,MW,MW
220,2022-11,WA,Washington,ipp-non-chp,IPP Non-CHP,19099,TransAlta Centralia Gen LLC,3845,Transalta Centralia Generation,2,,Conventional Steam Coal,RC,Refined Coal,ST,BPAT,Bonneville Power Administration,OP,Operating,Lewis,46.755938,-122.859764,729.9,670.0,670.0,1973-07,,,2025-12,,,MW,MW,MW,MW,MW
221,2022-11,WA,Washington,ipp-non-chp,IPP Non-CHP,19099,TransAlta Centralia Gen LLC,7259,Skookumchuck,1,,Conventional Hydroelectric,WAT,Water,HY,BPAT,Bonneville Power Administration,OP,Operating,Thurston,46.7844,-122.7197,1.0,1.0,1.0,1990-09,,,,,,MW,MW,MW,MW,MW
222,2022-11,OR,Oregon,commercial-chp,Commercial CHP,56968,Oregon State University,57653,Oregon State University Energy Center,CTG,CC1,Natural Gas Fired Combined Cycle,NG,Natural Gas,CT,BPAT,Bonneville Power Administration,OP,Operating,Benton,44.564333,-123.289089,5.5,5.2,5.5,2010-06,,,,,,MW,MW,MW,MW,MW
223,2022-11,OR,Oregon,commercial-chp,Commercial CHP,56968,Oregon State University,57653,Oregon State University Energy Center,STG,CC1,Natural Gas Fired Combined Cycle,NG,Natural Gas,CA,BPAT,Bonneville Power Administration,OS,Out of service and NOT expected to return to service in next calendar year,Benton,44.564333,-123.289089,1.0,0.5,1.0,2010-06,,,,,,MW,MW,MW,MW,MW
224,2022-11,MT,Montana,electric-utility,Electric Utility,6395,Flathead Electric Coop Inc,64505,Flathead Landfill to Gas Energy Facility,LFGE1,,Landfill Gas,LFG,Landfill Gas,IC,BPAT,Bonneville Power Administration,OP,Operating,Flathead,48.313067,-114.342137,1.6,1.6,1.6,2009-06,,,,,,MW,MW,MW,MW,MW
225,2022-11,OR,Oregon,ipp-non-chp,IPP Non-CHP,63121,"Starvation Solar I, LLC",63344,Starvation,STAR,,Solar Photovoltaic,SUN,Solar,PV,BPAT,Bonneville Power Administration,OP,Operating,Harney,43.50222,-119.14852,9.9,9.9,9.9,2019-12,,,,,,MW,MW,MW,MW,MW
226,2022-11,OR,Oregon,industrial-chp,Industrial CHP,56289,International Paper Corporation - Springfield,50191,IP Springfield Oregon,TG1,,Wood/Wood Waste Biomass,BLQ,Black Liquor,ST,BPAT,Bonneville Power Administration,OS,Out of service and NOT expected to return to service in next calendar year,Lane,44.0569,-122.9555,7.5,7.5,7.5,1949-01,,,,,,MW,MW,MW,MW,MW
227,2022-11,OR,Oregon,industrial-chp,Industrial CHP,56289,International Paper Corporation - Springfield,50191,IP Springfield Oregon,TG2,,Wood/Wood Waste Biomass,BLQ,Black Liquor,ST,BPAT,Bonneville Power Administration,OS,Out of service and NOT expected to return to service in next calendar year,Lane,44.0569,-122.9555,5.0,5.0,5.0,1949-01,,,,,,MW,MW,MW,MW,MW
228,2022-11,OR,Oregon,industrial-chp,Industrial CHP,56289,International Paper Corporation - Springfield,50191,IP Springfield Oregon,TG3,,Wood/Wood Waste Biomass,BLQ,Black Liquor,ST,BPAT,Bonneville Power Administration,OS,Out of service and NOT expected to return to service in next calendar year,Lane,44.0569,-122.9555,12.5,12.5,12.5,1953-01,,,,,,MW,MW,MW,MW,MW
229,2022-11,OR,Oregon,industrial-chp,Industrial CHP,56289,International Paper Corporation - Springfield,50191,IP Springfield Oregon,TG4,,Wood/Wood Waste Biomass,BLQ,Black Liquor,ST,BPAT,Bonneville Power Administration,OP,Operating,Lane,44.0569,-122.9555,40.0,33.0,33.0,1976-10,,,,,,MW,MW,MW,MW,MW
230,2022-11,WA,Washington,electric-utility,Electric Utility,19400,USACE Northwestern Division,3921,Chief Joseph,1,,Conventional Hydroelectric,WAT,Water,HY,BPAT,Bonneville Power Administration,OP,Operating,Douglas,47.9951,-119.6404,88.2,88.2,88.2,1958-10,,,,,,MW,MW,MW,MW,MW
231,2022-11,WA,Washington,electric-utility,Electric Utility,17470,PUD 1 of Snohomish County,7588,H M Jackson,1,,Conventional Hydroelectric,WAT,Water,HY,BPAT,Bonneville Power Administration,OP,Operating,Snohomish,47.9084,-121.8144,47.5,41.0,44.0,1984-06,,,,,,MW,MW,MW,MW,MW
232,2022-11,WA,Washington,electric-utility,Electric Utility,17470,PUD 1 of Snohomish County,7588,H M Jackson,2,,Conventional Hydroelectric,WAT,Water,HY,BPAT,Bonneville Power Administration,OP,Operating,Snohomish,47.9084,-121.8144,47.5,41.0,44.0,1984-06,,,,,,MW,MW,MW,MW,MW
233,2022-11,WA,Washington,electric-utility,Electric Utility,17470,PUD 1 of Snohomish County,7588,H M Jackson,3,,Conventional Hydroelectric,WAT,Water,HY,BPAT,Bonneville Power Administration,OP,Operating,Snohomish,47.9084,-121.8144,8.4,7.0,8.0,1984-06,,,,,,MW,MW,MW,MW,MW
234,2022-11,WA,Washington,electric-utility,Electric Utility,17470,PUD 1 of Snohomish County,7588,H M Jackson,4,,Conventional Hydroelectric,WAT,Water,HY,BPAT,Bonneville Power Administration,OP,Operating,Snohomish,47.9084,-121.8144,8.4,7.0,8.0,1984-06,,,,,,MW,MW,MW,MW,MW
235,2022-11,WA,Washington,electric-utility,Electric Utility,17470,PUD 1 of Snohomish County,57763,Youngs Creek Hydroelectric Project,1,,Conventional Hydroelectric,WAT,Water,HY,BPAT,Bonneville Power Administration,OP,Operating,Snohomish,47.7916,-121.8,7.5,7.9,7.9,2011-11,,,,,,MW,MW,MW,MW,MW
236,2022-11,WA,Washington,electric-utility,Electric Utility,17470,PUD 1 of Snohomish County,60016,MESA 1,A,,Batteries,MWH,Electricity used for energy storage,BA,BPAT,Bonneville Power Administration,OA,Out of service but expected to return to service in next calendar year,Snohomish,47.936194,-122.246917,1.0,1.0,1.0,2015-07,,,,,,MW,MW,MW,MW,MW
237,2022-11,WA,Washington,electric-utility,Electric Utility,19400,USACE Northwestern Division,3921,Chief Joseph,10,,Conventional Hydroelectric,WAT,Water,HY,BPAT,Bonneville Power Administration,OP,Operating,Douglas,47.9951,-119.6404,88.2,88.2,88.2,1955-09,,,,,,MW,MW,MW,MW,MW
238,2022-11,WA,Washington,electric-utility,Electric Utility,19400,USACE Northwestern Division,3921,Chief Joseph,11,,Conventional Hydroelectric,WAT,Water,HY,BPAT,Bonneville Power Administration,OP,Operating,Douglas,47.9951,-119.6404,88.2,88.2,88.2,1955-09,,,,,,MW,MW,MW,MW,MW
239,2022-11,WA,Washington,electric-utility,Electric Utility,19400,USACE Northwestern Division,3921,Chief Joseph,12,,Conventional Hydroelectric,WAT,Water,HY,BPAT,Bonneville Power Administration,OP,Operating,Douglas,47.9951,-119.6404,88.2,88.2,88.2,1955-09,,,,,,MW,MW,MW,MW,MW
240,2022-11,WA,Washington,electric-utility,Electric Utility,19400,USACE Northwestern Division,3921,Chief Joseph,13,,Conventional Hydroelectric,WAT,Water,HY,BPAT,Bonneville Power Administration,OP,Operating,Douglas,47.9951,-119.6404,88.2,65.0,65.0,1957-02,,,,,,MW,MW,MW,MW,MW
241,2022-11,WA,Washington,electric-utility,Electric Utility,19400,USACE Northwestern Division,3921,Chief Joseph,14,,Conventional Hydroelectric,WAT,Water,HY,BPAT,Bonneville Power Administration,OP,Operating,Douglas,47.9951,-119.6404,88.2,88.2,88.2,1957-07,,,,,,MW,MW,MW,MW,MW
242,2022-11,OR,Oregon,electric-utility,Electric Utility,19400,USACE Northwestern Division,3082,John Day,12,,Conventional Hydroelectric,WAT,Water,HY,BPAT,Bonneville Power Administration,OA,Out of service but expected to return to service in next calendar year,Sherman,45.71644,-120.69408,135.0,118.0,118.0,1970-05,,,,,,MW,MW,MW,MW,MW
243,2022-11,OR,Oregon,electric-utility,Electric Utility,19400,USACE Northwestern Division,3082,John Day,13,,Conventional Hydroelectric,WAT,Water,HY,BPAT,Bonneville Power Administration,OA,Out of service but expected to return to service in next calendar year,Sherman,45.71644,-120.69408,135.0,135.0,135.0,1970-12,,,,,,MW,MW,MW,MW,MW
244,2022-11,OR,Oregon,electric-utility,Electric Utility,19400,USACE Northwestern Division,3082,John Day,14,,Conventional Hydroelectric,WAT,Water,HY,BPAT,Bonneville Power Administration,OP,Operating,Sherman,45.71644,-120.69408,135.0,118.0,118.0,1971-01,,,,,,MW,MW,MW,MW,MW
245,2022-11,OR,Oregon,electric-utility,Electric Utility,19400,USACE Northwestern Division,3082,John Day,15,,Conventional Hydroelectric,WAT,Water,HY,BPAT,Bonneville Power Administration,OP,Operating,Sherman,45.71644,-120.69408,135.0,135.0,135.0,1971-10,,,,,,MW,MW,MW,MW,MW
246,2022-11,OR,Oregon,electric-utility,Electric Utility,19400,USACE Northwestern Division,3082,John Day,16,,Conventional Hydroelectric,WAT,Water,HY,BPAT,Bonneville Power Administration,OP,Operating,Sherman,45.71644,-120.69408,135.0,135.0,135.0,1971-12,,,,,,MW,MW,MW,MW,MW
247,2022-11,OR,Oregon,electric-utility,Electric Utility,19400,USACE Northwestern Division,3082,John Day,2,,Conventional Hydroelectric,WAT,Water,HY,BPAT,Bonneville Power Administration,OP,Operating,Sherman,45.71644,-120.69408,135.0,135.0,135.0,1968-09,,,,,,MW,MW,MW,MW,MW
248,2022-11,OR,Oregon,electric-utility,Electric Utility,19400,USACE Northwestern Division,3082,John Day,3,,Conventional Hydroelectric,WAT,Water,HY,BPAT,Bonneville Power Administration,OA,Out of service but expected to return to service in next calendar year,Sherman,45.71644,-120.69408,135.0,129.0,129.0,1968-11,,,,,,MW,MW,MW,MW,MW
249,2022-11,OR,Oregon,electric-utility,Electric Utility,19400,USACE Northwestern Division,3082,John Day,4,,Conventional Hydroelectric,WAT,Water,HY,BPAT,Bonneville Power Administration,OP,Operating,Sherman,45.71644,-120.69408,135.0,118.0,118.0,1968-12,,,,,,MW,MW,MW,MW,MW
250,2022-11,OR,Oregon,electric-utility,Electric Utility,19400,USACE Northwestern Division,3082,John Day,8,,Conventional Hydroelectric,WAT,Water,HY,BPAT,Bonneville Power Administration,OA,Out of service but expected to return to service in next calendar year,Sherman,45.71644,-120.69408,135.0,118.0,118.0,1969-06,,,,,,MW,MW,MW,MW,MW
251,2022-11,OR,Oregon,electric-utility,Electric Utility,19400,USACE Northwestern Division,3082,John Day,5,,Conventional Hydroelectric,WAT,Water,HY,BPAT,Bonneville Power Administration,OP,Operating,Sherman,45.71644,-120.69408,135.0,135.0,135.0,1969-02,,,,,,MW,MW,MW,MW,MW
252,2022-11,OR,Oregon,electric-utility,Electric Utility,19400,USACE Northwestern Division,3082,John Day,6,,Conventional Hydroelectric,WAT,Water,HY,BPAT,Bonneville Power Administration,OP,Operating,Sherman,45.71644,-120.69408,135.0,135.0,135.0,1969-03,,,,,,MW,MW,MW,MW,MW
253,2022-11,OR,Oregon,electric-utility,Electric Utility,19400,USACE Northwestern Division,3082,John Day,7,,Conventional Hydroelectric,WAT,Water,HY,BPAT,Bonneville Power Administration,OS,Out of service and NOT expected to return to service in next calendar year,Sherman,45.71644,-120.69408,135.0,135.0,135.0,1969-04,,,,,,MW,MW,MW,MW,MW
254,2022-11,OR,Oregon,electric-utility,Electric Utility,19400,USACE Northwestern Division,3082,John Day,9,,Conventional Hydroelectric,WAT,Water,HY,BPAT,Bonneville Power Administration,OP,Operating,Sherman,45.71644,-120.69408,135.0,118.0,118.0,1969-08,,,,,,MW,MW,MW,MW,MW
